Upc,Department,qty,cents,incltaxes,inclfees,Name,size,ebt,byweight,Fee Multiplier,cost_qty,cost_cents,variable_price,addstock,setstock,pack_name,pack_qty,pack_upc,unit_upc,unit_count,is_oneclick,oc_color,oc_border_color,oc_text_color,oc_fixedpos,oc_page,oc_key,oc_relpos
080686897156,Mix,1,2399,n,n,On the Rocks Hornitos Margarita,750ml,,n,1,1,2050,n,,0,,,,,,n,,,,,,,
080686926511,Alcohol,1,1349,n,n,PINNACLE VOD WHIPPED 60,750ML,,n,1,1,1038,n,,3,,,,,,n,,,,,,,
080686926528,Vodka,1,0,n,n,Pinnacle Whipped,750 ml,,n,1,1,999,n,,0,,,,,,n,,,,,,,
080686926542,Vodka,1,0,n,n,PINNACLE VODKA WHIPPED 80 375ML,375ML,,n,1,1,392,n,,0,,,,,,n,,,,,,,
080686926573,Vodka,1,1899,n,n,PINNACLE VOD WHIPPED 60 PET,1.75LT,,n,1,1,1457,n,,6,,,,,,n,,,,,,,
080686929338,Rum,1,0,n,n,Pinnacle Vodka Vanilla,750 ml,,n,1,1,1166,n,,0,,,,,,n,,,,,,,
080686929406,Vodka,1,0,n,n,PINNACLE VODKA,750 ML,,n,1,1,1167,n,,0,,,,,,n,,,,,,,
080686929437,Vodka,1,0,n,n,Pinnacle vodka,275ml,,n,1,1,0,n,,0,,,,,,n,,,,,,,
080686929451,Vodka,1,0,n,n,Pinnacle original,1.75,,n,1,1,1457,n,,0,,,,,,n,,,,,,,
080686934059,Whiskey,1,9199,n,n,HIBIKI WHISKY JAPANESE HARMONY 86,750ML,,n,1,1,7075,n,,6,,,,,,n,,,,,,,
080686938057,Vodka,1,2372,n,n,Effen Vodka,750 ml,n,n,1,1,1825,n,,0,,,,,,n,,,,,,,
080686938125,Vodka,1,2372,n,n,Effen Black Cherry & Vanilla,750 ml,n,n,1,1,1825,n,,3,,,,,,n,,,,,,,
080686938248,Vodka,1,2372,n,n,Effen Cucumber Vodka,750 ml,n,n,1,1,1825,n,,3,,,,,,n,,,,,,,
080686938484,Liqueurs,1,2373,n,n,Effen blood orange,1L,n,n,1,1,1825,n,,3,,,,,0,n,,,,,,,
080686958024,Alcohol,1,2699,n,n,SUNTORY HAKU VODKA 80,750ML,,n,1,1,2075,n,,3,,,,,,n,,,,,,,
080686958031,Alcohol,1,3379,n,n,SUNTORY ROKU GIN 86,750ML,,n,1,1,2600,n,,3,,,,,,n,,,,,,,
080686961048,Brandy,1,0,n,n,Courvoisier Cognac V.S,750ml,n,n,1,1,3225,n,,0,,,,,,n,,,,,,,
080686967460,Vodka,1,1379,n,n,CRUZAN AGED GOLD SPICED RUM 750ML,750ML,n,n,1,1,1064,n,,3,,,,,,n,,,,,,,
080686967606,Rum,1,1379,n,n,Cruzan Black Strap 7.50Ml,7.50Ml,n,n,1,1,1064,n,,3,,,,,0,n,,,,,,,
080686967651,Vodka,1,1379,n,n,Cruzan Aged Rum,750 ml,n,n,1,1,1064,n,,3,,,,,,n,,,,,,,
080686967705,Rum,1,0,n,n,CRUZAN BANANA RUM_,750ML,,n,1,1,864,n,,0,,,,,,n,,,,,,,
080686967712,Rum,1,0,n,n,Cruzan Coconut Rum_,750 ml,,n,1,1,864,n,,0,,,,,,n,,,,,,,
080686970132,Rum,1,0,n,n,CRUZAN BLACK CHERRY RUM_,750ML,,n,1,1,864,n,,0,,,,,,n,,,,,,,
080686982043,Rum,1,2039,n,n,CRUZAN RUM AGED DARK 80 PET,1.75LT,,n,1,1,1571,n,,6,,,,,,n,,,,,,,
080686982050,Rum,1,2039,n,n,CRUZAN RUM AGED LIGHT 80 PET,1.75LT,,n,1,1,1571,n,,6,,,,,,n,,,,,,,
080696096426,Wine,1,3699,n,n,Beaulieu Vineyard:Cabernet Sauvignon,750.00 ML,n,n,1,1,2880,n,,3,,,,,0,n,,,,,,,
080887493782,Wine,1,1069,n,n,Bogle:Merlot,750.00 ML,n,n,1,1,825,n,,12,,,,,,n,,,,,,,
080887493928,Wine,1,1069,n,n,Bogle:Chardonnay,750.00 ML,n,n,1,1,825,n,,3,,,,,,n,,,,,,,
080887493942,Wine,1,1069,n,n,Bogle:Sauvignon Blanc,750.00 ML,n,n,1,1,825,n,,3,,,,,,n,,,,,,,
080887493966,Wine,1,1069,n,n,Bogle:Cabernet Sauvignon,750.00 ML,n,n,1,1,825,n,,0,,,,,,n,,,,,,,
080887494017,Wine,1,1069,n,n,Bogle P Grigio,750ml,n,n,1,1,825,n,,3,,,,,,n,,,,,,,
080887551017,Wine,1,1949,n,n,JUGGERNAUT 750ML,750ml,n,n,1,1,1500,n,,3,,,,,0,n,,,,,,,
080887551086,Wine,1,1459,n,n,Juggernaut Sauv BL,750ml,n,n,1,1,1125,n,,12,,,,,0,n,,,,,,,
080893011079,Tax,1,0,n,n,LIL AUTO SUPER GLUE,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
080893012199,Non-taxable,1,0,n,n,LA TIRE GAUGE,0,,n,1,1,179,n,,0,,,,,,n,,,,,,,
080996002738,Alcohol,1,3277,n,n,BOWMAN BROTHERS BOURBON,750ml,n,n,1,1,2521,n,,6,,,,,0,n,,,,,,,
080996002912,Whiskey,1,3829,n,n,Isaac Bowman Port,750ml,n,n,1,1,2950,n,,6,,,,,0,n,,,,,,,
081128000035,Alcohol,1,129,n,n,OLD FORESTER WHISKEY 50ML,,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
081128000646,Whiskey,1,3839,n,n,Woodford Reserve Rye,750 ml,n,n,1,1,3224,n,,3,,,,,,n,,,,,,,
081128000653,Whiskey,1,5289,n,n,Old Forester 100pr,1.75l,n,n,1,1,4070,n,,6,,,,,0,n,,,,,,,
081128000707,Whiskey,1,4749,n,n,OLD FORESTER Org,750ml,n,n,1,1,3674,n,,3,,,,,,n,,,,,,,
081128000981,Whiskey,1,5069,n,n,Old Forester 1897 B.,750 ml,n,n,1,1,3899,n,,3,,,,,,n,,,,,,,
081128001063,Whiskey,1,2669,n,n,OLD FORESTER St.100p,750 ML,n,n,1,1,2049,n,,12,,,,,,n,,,,,,,
081128001094,Whiskey,1,5699,n,n,OLD FORESTER 1910 750ML,,n,n,1,1,4349,n,,3,,,,,,n,,,,,,,
081128001155,Whiskey,1,6169,n,n,OLD FORESTER 1920,750ml,n,n,1,1,4724,n,,3,,,,,,n,,,,,,,
081128001209,Whiskey,1,5674,n,n,WOODFORD RSV DBL OAKED,750ml,n,n,1,1,4370,n,,6,,,,,,n,,,,,,,
081128001506,Whiskey,1,3839,n,n,Woodford Reserve,750ml,n,n,1,1,3054,n,,3,,,,,,n,,,,,,,
081128001735,Whiskey,1,0,n,n,OLD FORESTER STATESMAN,750mL ,,n,1,1,4349,n,,0,,,,,,n,,,,,,,
081128001872,Whiskey,1,0,n,n,Woodford Reserver,375ML,n,n,1,1,0,n,,5,,,,,,n,,,,,,,
081128001933,Whiskey,1,3839,n,n,Woodford Reserve Malt,750 ML,n,n,1,1,2956,n,,2,,,,,,n,,,,,,,
081128002114,Scotch,1,0,n,n,GLENDRONACH 750ML,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
081128002145,Whiskey,1,2599,n,n,Slane Irish Whiskey,750 ML,n,n,1,1,0,n,,6,,,,,,n,,,,,,,
081128002411,Whiskey,1,3839,n,n,Woodford KS,750 ml,n,n,1,1,2956,n,,3,,,,,,n,,,,,,,
081128003289,Whiskey,1,13699,n,n,Old forester King W Ranch,750 ML,n,n,1,1,6199,n,,0,,,,,,n,,,,,,,
081128003340,Whiskey,1,16999,n,n,Woodford RSV MSTR BTCH,750 ML,n,n,1,1,11024,n,,0,,,,,,n,,,,,,,
081128005009,Whiskey,1,4729,n,n,Old Forester 1.75L,1.75L,n,n,1,1,3637,n,,6,,,,,,n,,,,,,,
081128005085,Whiskey,1,2469,n,n,Old Forester Whisky St.,750 ml,n,n,1,1,1899,n,,12,,,,,0,n,,,,,,,
081128005160,Whiskey,1,2599,n,n,Old Forester,50ML,n,n,1,1,2299,n,,0,,,,,,n,,,,,,,
081128005207,Gin,1,2529,n,n,Fords ,750ml,n,n,1,1,1946,n,,5,,,,,,n,,,,,,,
081128005214,Gin,1,3255,n,n,Fords Gin,1L,n,n,1,1,2504,n,,0,,,,,,n,,,,,,,
081128011680,Whiskey,1,1879,n,n,Woodford Reserve Destiller's Select,375ml,,n,1,1,1494,n,,12,,,,,,n,,,,,,,
081128013165,Whiskey,1,7259,n,n,Woodford Reserved,1.75L,n,n,1,1,5582,n,,6,,,,,,n,,,,,,,
081128031473,Whiskey,1,1189,n,n,Woodford Reserve Destiller's Select,200ml,,n,1,1,910,n,,24,,,,,,n,,,,,,,
081240044818,Tequila,1,4839,n,n,CASA NOBLE TEQ REPOSADO 80,750ML,,n,1,1,3725,n,,3,,,,,,n,,,,,,,
081240050376,Tequila,1,4579,n,n,CASA NOBLE TEQ BLANCO 80,750ML,,n,1,1,3525,n,,3,,,,,,n,,,,,,,
081240050499,Tequila,1,5659,n,n,CASA NOBLE TEQ ANEJO 80,750ML,,n,1,1,4350,n,,3,,,,,,n,,,,,,,
081308000435,Wine,1,0,n,n,Cupcake:Sauvignon Blanc,750.00 ML,,n,1,1,821,n,,0,,,,,,n,,,,,,,
081308001067,Wine,1,0,n,n,Cupcake Pinot Grigio,750.00 ML,,n,1,1,974,n,,0,,,,,,n,,,,,,,
081308001326,Wine,1,0,n,n,Cupcake:Prosecco,750.00 ML,,n,1,1,1087,n,,0,,,,,,n,,,,,,,
081308001333,Alcohol,1,1319,n,n,CUPCAKE MOSCATO D'ASTI,750ML,,n,1,1,1012,n,,12,,,,,,n,,,,,,,
081308003009,Wine,1,0,n,n,CUPCAKE MOSCATO 750ML,EA,,n,1,1,750,n,,0,,,,,,n,,,,,,,
081308003337,Wine,1,0,n,n,Chloe:Pinot Grigio,750.00 ML,,n,1,1,0,n,,0,,,,,,n,,,,,,,
081308013329,Wine,1,1399,n,n,Cupcake sweet red,,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
081308015514,Alcohol,1,1319,n,n,CUPCAKE MIMOSA MANGO,750ML,,n,1,1,1012,n,,12,,,,,,n,,,,,,,
081308015576,Alcohol,1,929,n,n,CUPCAKE SAUV BLANC(NA)(SC),750ML,,n,1,1,712,n,,12,,,,,,n,,,,,,,
081308592077,Wine,1,0,n,n,Cupcake:Chardonnay,750.00 ML,,n,1,1,824,n,,0,,,,,,n,,,,,,,
081434000026,Alcohol,1,2179,n,n,BLACK BOX MERLOT BIB,3LT,,n,1,1,1680,n,,6,,,,,,n,,,,,,,
081434000033,Alcohol,1,2179,n,n,BLACK BOX CABERNET SAUVIGNON BIB,3LT,,n,1,1,1680,n,,6,,,,,,n,,,,,,,
081434000040,Alcohol,1,2179,n,n,BLACK BOX CHARDONNAY,3LT,,n,1,1,1680,n,,6,,,,,,n,,,,,,,
081434000224,Alcohol,1,2179,n,n,BLACK BOX PINOT GRIGIO BIB,3LT,,n,1,1,1680,n,,6,,,,,,n,,,,,,,
081434000293,Alcohol,1,409,n,n,BLACK BOX CAB SAUV CALIF(TETRA),500ML,,n,1,1,315,n,,12,,,,,,n,,,,,,,
081434000309,Alcohol,1,409,n,n,BLACK BOX CHARDONNAY(TETRA),500ML,,n,1,1,315,n,,12,,,,,,n,,,,,,,
081434000316,Alcohol,1,409,n,n,BLACK BOX MERLOT(TETRA),500ML,,n,1,1,315,n,,12,,,,,,n,,,,,,,
081434315304,Tequila,1,0,n,n,Nobilo Regional Collection Sauvignon Blanc,750.00 ML,,n,1,1,1130,n,,0,,,,,,n,,,,,,,
081434700209,Alcohol,1,409,n,n,BLACK BOX PINOT GRIGIO(TETRA),500ML,,n,1,1,315,n,,12,,,,,,n,,,,,,,
081434710017,Alcohol,1,2179,n,n,BLACK BOX PINOT NOIR BIB,3LT,n,n,1,1,1680,n,,5,,,,,,n,,,,,,,
081434710161,Alcohol,1,409,n,n,BLACK BOX ROSE(TETRA),500ML,,n,1,1,315,n,,12,,,,,,n,,,,,,,
081537310916,Beer,1,1198,n,n,Famosa Lager Beer 6pk,6pk,n,n,1,1,958,n,,0,,,,,0,n,,,,,,,
081584002154,Wine,1,1559,n,n,Kendall-Jackson Pinot Gris,750ml,n,n,1,1,1199,n,,12,,,,,,n,,,,,,,
081584013105,Wine,1,1559,n,n,Kendall-Jackson Chard VR,750.00 ML,n,n,1,1,1199,n,,3,,,,,,n,,,,,,,
081584013174,Wine,1,2239,n,n,Kendall-Jackson Jackson Estates Grown:Cabernet Sauvignon,750.00 ML,n,n,1,1,1725,n,,3,,,,,,n,,,,,,,
081584014805,Wine,1,1949,n,n,KJ Sparkling VR NV,750ml,n,n,1,1,1499,n,,3,,,,,0,n,,,,,,,
081584130406,Wine,1,1559,n,n,Kendall-Jackson Jackson Estates Grown:Sauvignon Blanc,750.00 ML,n,n,1,1,1199,n,,3,,,,,,n,,,,,,,
081584131519,Wine,1,2049,n,n,Kendall-Jackson Jackson Estates Grown:Pinot Noir,750.00 ML,n,n,1,1,1575,n,,3,,,,,,n,,,,,,,
081584131526,Wine,1,2239,n,n,Kendall-Jackson Jackson Estates Grown:Merlot,750.00 ML,n,n,1,1,1725,n,,3,,,,,,n,,,,,,,
081635536386,Tax,1,1999,n,n,Torch,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
081753050207,Wine,1,0,n,n,Veuve Clicquot Brut:Champagne,750.00 ML,n,n,1,1,6365,n,,0,,,,,,n,,,,,,,
081753809423,Wine,1,0,n,n,Cloudy Bay,750 ML,,n,1,1,0,n,,0,,,,,,n,,,,,,,
081753809430,Wine,1,3899,n,n,Cloudy bay,,n,n,1,0,0,n,,0,,,,,,n,,,,,,,
081753810818,Whiskey,1,0,n,n,Glenmorangle 10Y,750 ML,,n,1,1,4199,n,,0,,,,,,n,,,,,,,
081753810863,Whiskey,1,0,n,n,GLEMORANGIE 12 YEAR,750 ML,,n,1,1,4724,n,,0,,,,,,n,,,,,,,
081753811020,Wine,1,0,n,n,Moet & Chandon Dom Perignon:Champagne,750.00 ML,,n,1,1,0,n,,0,,,,,,n,,,,,,,
081753822422,Wine,1,0,n,n,DON PERIGNON BRUT,750,,n,1,1,0,n,,0,,,,,,n,,,,,,,
081753829407,Alcohol,1,7409,n,n,VOLCAN TIERRA TEQ REP CRISTAL 80,750ML,,n,1,1,5699,n,,3,,,,,,n,,,,,,,
081753829414,Alcohol,1,4189,n,n,VOLCAN TIERRA TEQ BLANCO 80,750ML,n,n,1,1,3224,n,,3,,,,,,n,,,,,,,
081753831486,Whiskey,1,0,n,n,Glenmorangie 14 Yr,750 ML,,n,1,1,5699,n,,0,,,,,,n,,,,,,,
081753831493,Whiskey,1,8599,n,n,Glenmorangle,750ml,,n,1,1,0,n,,0,,,,,,n,,,,,,,
081753833589,Alcohol,1,4679,n,n,VOLCAN TIERRA TEQ REPOSADO 80,750ML,n,n,1,1,3599,n,,3,,,,,,n,,,,,,,
081753833909,Whiskey,1,2539,n,n,Beach whis rose,750 ML,,n,1,1,1950,n,,0,,,,,,n,,,,,,,
081753833916,Wine,1,0,n,n,Whyispe,750ml,n,n,1,1,1950,n,,0,,,,,,n,,,,,,,
081753834470,Vodka,1,0,n,n,Belvedere,1L,,n,1,1,3760,n,,0,,,,,,n,,,,,,,
081753836030,Wine,1,34099,n,n,Armand de brignac,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
081753837808,Vodka,1,0,n,n,Blevedere,1.75L,,n,1,1,0,n,,0,,,,,,n,,,,,,,
081753837822,Vodka,1,3313,n,n,Belverdre 750ml,,n,n,1,1,2549,n,,6,,,,,,n,,,,,,,
081753838034,Vodka,1,0,n,n,Belvedere,375mL ,,n,1,1,1517,n,,0,,,,,,n,,,,,,,
081753839307,Wine,1,2539,n,n,M Minuty,750ml,,n,1,1,1950,n,,0,,,,,,n,,,,,,,
081753839321,Wine,1,2639,n,n,M minuty,750 ML,,n,1,1,1950,n,,0,,,,,,n,,,,,,,
081753839611,Vodka,1,0,n,n,Blevedere,750 ML,,n,1,4,0,n,,0,,,,,,n,,,,,,,
081753839949,Whiskey,1,5169,n,n,Glenmorangie,750ML,n,n,1,1,3974,n,,3,,,,,,n,,,,,,,
081753839956,Whiskey,1,5599,n,n,Glenmo Range,750 ML,n,n,1,1,5099,n,,0,,,,,,n,,,,,,,
081753839970,Whiskey,1,4099,n,n,Glenmorangie Scotch Whisky ,750ml,n,n,1,1,3143,n,,0,,,,,,n,,,,,,,
081753840013,Scotch,1,4399,n,n,Glenmorangie TripleCask_,750 ML,,n,1,1,3374,n,,0,,,,,,n,,,,,,,
081908000170,Whiskey,1,2168,n,n,CONCANNON IRISH WHISKEY,750 ML,n,n,1,1,1668,n,,6,,,,,0,n,,,,,,,
082000000068,Vodka,1,1619,n,n,Smirnoff Triple Destilled,750ml,n,n,1,1,1245,n,,12,,,,,,n,,,,,,,
082000000105,Vodka,1,1619,n,n,SMIRNOFF NO 100,750ml,n,n,1,1,1513,n,,12,,,,,,n,,,,,,,
082000001041,Mix,1,1619,n,n,Smirnoff Green Apple,750ml,n,n,1,1,1445,n,,12,,,,,,n,,,,,,,
082000002604,Whiskey,1,2827,n,n,Black Velvet Toasted Caramel,1.75L,,n,1,1,0,n,,0,,,,,,n,,,,,,,
082000002727,Whiskey(Canadian),1,0,n,n,CROWNBLACK 50ML,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
082000003823,Whiskey(Canadian),1,0,n,n,Crown XO,750ml,,n,1,1,0,n,,0,,,,,,n,,,,,,,
082000003915,Vodka,1,1619,n,n,Smirnoff Citrus,750ml,n,n,1,1,1245,n,,12,,,,,,n,,,,,,,
082000003960,Vodka,1,1619,n,n,Smirnoff Raspberry,750ml,n,n,1,1,1249,n,,12,,,,,,n,,,,,,,
082000004011,Vodka,1,1619,n,n,Smirnoff Vanilla,750ml,n,n,1,1,1249,n,,12,,,,,,n,,,,,,,
082000004585,Whiskey,1,0,n,n,crown royal apple,50ml,,n,1,1,206,n,,0,,,,,,n,,,,,,,
082000004882,Rum,1,1899,n,n,Captain Morgan Rum Coco 70,,n,n,1,1,1454,n,,3,,,,,,n,,,,,,,
082000004981,Whiskey,1,5159,n,n,Blade and Bow BBN 91,750 ML,,n,1,1,3967,n,,3,,,,,,n,,,,,,,
082000005230,Whiskey,1,0,n,n,Crown Royal Vanilla    50ml,50ML,,n,1,1,206,n,,0,,,,,,n,,,,,,,
082000005490,Alcohol,1,4227,n,n,Buchanans 12,50ml,n,n,1,1,3252,n,,16,,,,,0,n,,,,,,,
082000005612,Vodka,1,842,n,n,Smirnoff Vodka,375ml,n,n,1,1,648,n,,23,,,,,,n,,,,,,,
082000005629,Vodka,1,842,n,n,Smirnoff Triple Destilled,375ml,n,n,1,1,648,n,,24,,,,,,n,,,,,,,
082000005742,Gin,1,2011,n,n,"ciroc vs 
french bandy",375ml,n,n,1,1,1537,n,,12,,,,,,n,,,,,,,
082000005759,Whiskey,1,0,n,n,Ciroc VS 750ml,,,n,0,1,3293,n,,0,,,,,,n,,,,,,,
082000006978,Tequila,1,10999,n,n,Donjulio almaiet,750mL ,n,n,1,1,8249,n,,0,,,,,,n,,,,,,,
082000007036,Whiskey,1,5775,n,n,Crown Royal smalt,750ml,n,n,1,1,4125,n,,0,,,,,,n,,,,,,,
082000007135,Whiskey,1,379,n,n,Peach Crown Royal,50ml,n,n,1,1,200,n,,0,,,,,,n,,,,,,,
082000007159,Whiskey,1,299,n,n,Crown,50ml,n,n,1,1,175,n,,0,,,,,,n,,,,,,,
082000007319,Tequila,1,1699,n,n,Donjulio 1942 50ml,50ml,,n,1,0,0,n,,0,,,,,,n,,,,,,,
082000007340,Rum,1,929,n,n,Capjtan morgan st lime,375ML,n,n,1,1,699,n,,0,,,,,,n,,,,,,,
082000009504,Alcohol,1,1619,n,n,Smirnoff,750ml,n,n,1,1,1245,n,,12,,,,,,n,,,,,,,
082000723844,Beer,1,0,n,n,Smirnoff Ice Singles,12OZ,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
082000723851,Beer,1,1079,n,n,Smirnoff Ice,6/11.2ozBLT,n,n,1,1,832,n,,4,,,,,,n,,,,,,,
082000725695,Beer,1,339,n,n,Smirnoff Ice Singles,24OZ,n,n,1,1,267,n,,12,,,,,,n,,,,,,,
082000726371,Alcohol,1,1469,n,n,SMIRNOFF RED 80PRF 50ML SLVEE,,n,n,1,1,1130,n,,12,,,,,,n,,,,,,,
082000727514,Beer,1,1079,n,n,Smirnoff Ice Green Apple,6/11.2oz BLT,n,n,1,1,832,n,,4,,,,,,n,,,,,,,
082000727606,Vodka,1,2739,n,n,Smirnoff,1.75L,n,n,1,1,1826,n,,6,,,,,,n,,,,,,,
082000729082,Beer,1,0,n,n,Smirnoff Twist V 12-Pack 12 FL OZ Bottle,144.00 FL OZ,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
082000729341,Vodka,1,1619,n,n,SMIRNOFF STRAWBERRY,750ml,n,n,1,1,1245,n,,0,,,,,,n,,,,,,,
082000732860,Vodka,1,1619,n,n,Smirnoff Lime,750ml,n,n,1,1,1245,n,,0,,,,,,n,,,,,,,
082000741985,Rum,1,2469,n,n,Captain Morgan Spiced Rum 100,750 ml,,n,1,1,1899,n,,3,,,,,,n,,,,,,,
082000742005,Rum,1,3949,n,n,Captain Morgan Spiced SIG 100,1.75 L,n,n,1,1,3040,n,,3,,,,,,n,,,,,,,
082000743507,Liquor,1,2949,n,n,Captain Morgan long island,1.75 lt,n,n,1,1,2263,n,,3,,,,,,n,,,,,,,
082000747314,Vodka,1,1619,n,n,Smirnoff Pineapple,750ml,n,n,1,1,1249,n,,0,,,,,,n,,,,,,,
082000748519,Mix,1,0,n,n,Cuervo Mix MRG Mongo,1.75L,,n,1,1,524,n,,0,,,,,,n,,,,,,,
082000750420,Whiskey,1,1848,n,n,crown royal black,375ml,n,n,1,1,1422,n,,24,,,,,,n,,,,,,,
082000750437,Whiskey,1,3437,n,n,Crown Royal Black,750ml,n,n,1,1,2644,n,,12,,,,,,n,,,,,,,
082000750444,Whiskey,1,0,n,n,Crown Black 1L,1L,,n,1,1,0,n,,0,,,,,,n,,,,,,,
082000750451,Whiskey,1,6599,n,n,Crown Black,1.75L,n,n,1,1,5077,n,,6,,,,,,n,,,,,,,
082000752967,Whiskey,1,3159,n,n,BULLEIT  95 RYE 90,750 ML,,n,1,1,2429,n,,3,,,,,,n,,,,,,,
082000752974,Whiskey,1,0,n,n,BULLEIT RYE 1LIT,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
082000757474,Beer,1,0,n,n,Smirnoff Ice Screwdriver,11.2 oz,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
082000757481,Beer,1,1079,n,n,Smirnoff Ice Screwdriver ,6/11.2oz BLT,n,n,1,1,832,n,,4,,,,,,n,,,,,,,
082000757511,Alcohol,1,1789,n,n,SMIRNOFF VOD WHIPPED CREAM 60,750ML,n,n,1,1,1380,n,,12,,,,,,n,,,,,,,
082000759102,Rum,1,0,n,n,Captain Morgan Rum,1.75L,,n,1,1,2457,n,,0,,,,,,n,,,,,,,
082000759454,Whiskey,1,0,n,n,Dickel Rye,750ml,,n,1,1,2073,n,,0,,,,,,n,,,,,,,
082000759614,Alcohol,1,1789,n,n,SMIRNOFF VOD KISSED CARAMEL 60,750ML,,n,1,1,1380,n,,3,,,,,,n,,,,,,,
082000760832,Whiskey,1,4949,n,n,Bulleit Bourbon 10 years,750ml,,n,1,1,3808,n,,3,,,,,,n,,,,,,,
082000762126,Beer,1,0,n,n,Smirnoff Ice Screwdriver,24 Oz,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
082000766070,Whiskey,1,6019,n,n,BULLEIT 95 RYE,1.75 L,,n,1,1,4629,n,,3,,,,,,n,,,,,,,
082000766087,Alcohol,1,1586,n,n,Bulleit 375ml,375ml,n,n,1,1,1220,n,,12,,,,,0,n,,,,,,,
082000766827,Whiskey,1,0,n,n,Captain Morgan White Rum,750ml,,n,1,1,1639,n,,0,,,,,,n,,,,,,,
082000771524,Whiskey,1,0,n,n,CREOWN ROAL APPLE 50ML SLVEE,50ml,,n,1,1,0,n,,0,,,,,,n,,,,,,,
082000771548,Whiskey,1,919,n,n,CROWN ROYAL REGAL APPLE 70 PET,200ML,,n,1,1,708,n,,88,,,,,,n,,,,,,,
082000771555,Whiskey,1,1469,n,n,CROWN ROYAL REGAL APPLE 70,375ML,,n,1,1,1132,n,,48,,,,,,n,,,,,,,
082000771562,Whiskey,1,3099,n,n,CROWN ROYAL REGAL APPLE 70,750ML,,n,1,1,2381,n,,119,,,,,,n,,,,,,,
082000771586,Whiskey,1,4019,n,n,CROWN ROYAL REGAL APPLE 70 BOX,1LT,,n,1,1,3089,n,,24,,,,,,n,,,,,,,
082000771593,Whiskey,1,5849,n,n,Crown Royal Apple ,1.75L,n,n,1,1,4502,n,,48,,,,,,n,,,,,,,
082000772897,Rum,1,0,n,n,Captain Morgan White Rum,1.75L,,n,1,1,2076,n,,0,,,,,,n,,,,,,,
082000773177,Rum,1,3249,n,n,CAPTAIN MORGAN  COC 70,1.75,,n,1,1,2501,n,,3,,,,,,n,,,,,,,
082000775836,Vodka,1,1619,n,n,Smirnoff Peppermint,750ml,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
082000776567,Whiskey,1,2399,n,n,Crown Royal Vanilla,50ML,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
082000776574,Whiskey,1,919,n,n,CROWN ROYAL VANILLA 70 PET,200ML,,n,1,1,708,n,,44,,,,,,n,,,,,,,
082000776581,Whiskey,1,1469,n,n,CROWN ROYAL VANILLA 70,375ML,,n,1,1,1132,n,,24,,,,,,n,,,,,,,
082000776598,Whiskey,1,3099,n,n,CROWN ROYAL VANILLA 70,750ML,,n,1,1,2381,n,,95,,,,,,n,,,,,,,
082000776604,Whiskey,1,4019,n,n,CROWN ROYAL VANILLA 70 (BAR),1LT,,n,1,1,3089,n,,23,,,,,,n,,,,,,,
082000776611,Whiskey,1,5849,n,n,CROWN ROYAL VANILLA 70,1.75LT,,n,1,1,4502,n,,30,,,,,,n,,,,,,,
082000776925,Beer,1,0,n,n,Smirnoff Ice Spiked Screwdriver,7.5 oz,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
082000778639,Vodka,1,1619,n,n,Smirnoff,750ml,n,n,1,1,1245,n,,12,,,,,,n,,,,,,,
082000782919,Whiskey,1,3099,n,n,CROWN ROYAL PEACH 70,750ML,,n,1,1,2381,n,,120,,,,,,n,,,,,,,
082000783534,Vodka,1,1619,n,n,SMIRNOFF SPICY TAMARINDO,750ml,n,n,1,1,1145,n,,12,,,,,,n,,,,,,,
082000783978,Whiskey,1,0,n,n,CROWN ROYAL SLTD CRML 750ML,EA,,n,1,1,2879,n,,0,,,,,,n,,,,,,,
082000786290,Beer,1,0,n,n,Smash Pineapple Coconut,,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
082000788102,Alcohol,1,1619,n,n,Smirnoff Red Whit Berry,750ml,n,n,1,1,1380,n,,12,,,,,,n,,,,,,,
082000789550,Whiskey,1,3099,n,n,Crown royal blackberry,750 ML,n,n,1,1,2321,n,,60,,,,,,n,,,,,,,
082000789703,Beer,1,0,n,n,Smirnoff Ice Fun Pack,,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
082000790808,Vodka,1,1619,n,n,Smirnoff,750ml,n,n,1,1,1245,n,,12,,,,,,n,,,,,,,
082000790815,Alcohol,1,1619,n,n,Smirnoff ZS. StrbRose,750ml,n,n,1,1,1380,n,,12,,,,,,n,,,,,,,
082000790822,Alcohol,1,1619,n,n,Smirnoff ZS. CuLm,750ml,n,n,1,1,1380,n,,12,,,,,,n,,,,,,,
