Upc,Department,qty,cents,incltaxes,inclfees,Name,size,ebt,byweight,Fee Multiplier,cost_qty,cost_cents,variable_price,addstock,setstock,pack_name,pack_qty,pack_upc,unit_upc,unit_count,is_oneclick,oc_color,oc_border_color,oc_text_color,oc_fixedpos,oc_page,oc_key,oc_relpos
071611904919,Tax,1,0,n,n,Penzoil,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
071611936194,Tax,1,0,n,n,pennzoil 10w-30,1 Qt,,n,1,1,0,n,,0,,,,,,n,,,,,,,
071611936538,Household,1,699,n,n,Pennzoil SAE 10W-40,946ml,,n,1,1,0,n,,0,,,,,,n,,,,,,,
071641180512,Tax,1,419,n,n,Sharpie,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
071641306530,Tax,1,0,n,n,Sharpie,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
071641376755,Tax,1,499,n,n,Sharpie,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
071720530153,Candy,1,0,n,n,Junior Mints:Candy,1.84 OZ,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
071817000217,Drinks,1,0,n,n,Big Red:Soda,67.60 FL OZ,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
071817000293,Drinks,1,0,n,n,Big Red:Red Soda,12.00 OZ,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
071817000378,Drinks,1,0,n,n,Big Red:Soda,20.00 FL OZ,y,n,1,1,108,n,,0,,,,,,n,,,,,,,
071817000392,Drinks,1,0,n,n,Big Blue:Soda,20.00 FL OZ,y,n,1,1,108,n,,0,,,,,,n,,,,,,,
071817000453,Drinks,1,0,n,n,Big Red:Soda,33.80 FL OZ,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
071817000828,Drinks,1,0,n,n,Big Pineapple,20 oz,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
071817001320,Drinks,1,0,n,n,Big Red,16 oz,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
071899037200,Grocery Non-Taxable,1,0,n,n,Blue Bell:Homemade Vanilla,0.50 GAL,,n,1,1,0,n,,0,,,,,,n,,,,,,,
071899051015,Drinks,1,0,n,n,Blue Bell:Rocky Mountain Road,1.00 PT,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
071899211228,Drinks,1,0,n,n,Blue Bell:Vanilla,3.75 FL OZ,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
071899211235,Drinks,1,0,n,n,Blue Bell Sandwich,4 FL OZ,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
071899211334,Drinks,1,0,n,n,Blue Bell Van illa 3oz,3oz,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
071924248120,Household,1,1099,n,n,Mobil 1 Full Synthetic 5W-30,1 Quart,,n,1,1,0,n,,0,,,,,,n,,,,,,,
071990000004,Beer,1,0,n,n,Coors Light Beer Bottle,12 oz,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
071990000080,Beer,1,0,n,n,COORS LIGHT,12.00 FL OZ,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
071990000479,Beer,1,0,n,n,Coors 12-Pack 12 FL OZ Can,144.00 FL OZ,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
071990000486,Beer,1,0,n,n,Coors Light 12-Pack 12 FL OZ Cold Activated Can,144.00 FL OZ,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
071990000790,Whiskey,1,3795,n,n,Barmen 1873,750ml,n,n,1,1,2919,n,,0,,,,,,n,,,,,,,
071990095116,Beer,1,1069,n,n,Blue Moon Belgian White ,6/12ozBLT,n,n,1,1,825,n,,4,,,,,,n,,,,,,,
071990095277,Beer,1,0,n,n,Coors Light 15PK,16 oz,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
071990095284,Beer,1,1799,n,n,Coors Light,12/16oz,n,n,1,1,1385,n,,2,,,,,,n,,,,,,,
071990100711,Beer,1,299,n,n,Coors Banquet,24oz,n,n,1,1,241,n,,12,,,,,,n,,,,,,,
071990170288,Beer,1,1079,n,n,Coors  Banquet,6/12oz,n,n,1,1,828,n,,4,,,,,,n,,,,,,,
071990170400,Beer,1,709,n,n,Coors Banquet,12/16 oz,n,n,1,1,923,n,,2,,,,,,n,,,,,,,
071990300050,Beer,1,1069,n,n,Coors Light Bottle,6/12OZ,n,n,1,1,828,n,,4,,,,,,n,,,,,,,
071990300654,Beer,1,299,n,n,Coors Light ,24oz,n,n,1,1,241,n,,12,,,,,,n,,,,,,,
071990300692,Beer,1,0,n,n,Coors Light 12-Pack Bottle,144.00 FL OZ,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
071990301040,Beer,1,0,n,n,Coors Light 9pk bottle,16 oz,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
071990301255,Beer,1,929,n,n,Coors Light ,12/8oz,n,n,1,1,717,n,,2,,,,,,n,,,,,,,
071990316006,Beer,1,0,n,n,Coors Light 24-Pack 12 FL OZ Vented Wide Mouth Can,288.00 FL OZ,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
071990320003,Beer,1,1207,n,n,Coors Light,6/16oz,n,n,1,1,928,n,,4,,,,,,n,,,,,,,
071990480080,Beer,1,0,n,n,Keystone Light 6-Pack 16 FL OZ Can,96.00 FL OZ,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
071990480196,Beer,1,0,n,n,Keystone Light 30-Pack 12 FL OZ Can,360.00 FL OZ,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
071990480240,Beer,1,269,n,n,Keystone Light Singles ,24OZ,n,n,1,1,204,n,,12,,,,,,n,,,,,,,
071990480455,Beer,1,0,n,n,Keystone,15 pk,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
071998000013,General Food,1,359,n,n,Tony Chachere's:Original,8.00 OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
072060001112,Drinks,1,0,n,n,Hiland:Vitamin D Milk,0.50 GAL,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
072060001174,Drinks,1,0,n,n,Hiland:Vitamin D,1.00 GAL,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
072060001280,Drinks,1,0,n,n,Hiland:Chocolate Milk,0.50 GAL,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
072060007114,Drinks,1,0,n,n,Hiland:2% Reduced Fat Milk,0.50 GAL,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
072060007176,Drinks,1,0,n,n,Hiland:2% Reduced Fat Milk,1.00 GAL,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
072081598462,Vodka,1,1899,n,n,SEAG PLATINUM SELECT VODKA,1.75L,n,n,1,1,1459,n,,6,,,,,0,n,,,,,,,
072100026006,Grocery Non-Taxable,1,0,n,n,Imperial sugar,2 pounds,,n,1,1,0,n,,0,,,,,,n,,,,,,,
072100056003,Grocery Non-Taxable,1,0,n,n,Imperial:Pure Cane - Light Brown,32.00 OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
072100066002,Grocery Non-Taxable,1,0,n,n,Imperial:Pure Cane - Dark Brown,32.00 OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
072100242000,Grocery Non-Taxable,1,0,n,n,Imperial Sugar,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
072140022181,Drinks,1,0,n,n,Nivea,,n,n,1,0,0,n,,0,,,,,,n,,,,,,,
072140027254,Drinks,1,0,n,n,Nivea,,n,n,1,0,0,n,,0,,,,,,n,,,,,,,
072155000051,General Food,1,499,n,n,Pickapeppa:Pickapeppa Sauce,5.00 OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
072180637178,General Food,1,499,n,n,TONYS PIZZARIA STYLE PEPPERON,18.56OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
072180637185,General Food,1,499,n,n,TONYS PIZZARIA STYLE CHEESE,18.9OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
072188001087,General Food,1,499,n,n,Pure Honey,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
072250011372,Grocery Non-Taxable,1,0,n,n,Wonder Classic White Bread,20 Oz,,n,1,1,0,n,,0,,,,,,n,,,,,,,
072250018548,Grocery Non-Taxable,1,0,n,n,Nature's Own:Butter Buns,15.00 OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
072250021081,Grocery Non-Taxable,1,0,n,n,Wonder classic hot dog buns 8 pcs 13 oz,13 oz,,n,1,1,0,n,,0,,,,,,n,,,,,,,
072250023139,Grocery Non-Taxable,1,0,n,n,Natures own butter buns hamburger,8 ct,,n,1,1,0,n,,0,,,,,,n,,,,,,,
072250037068,Grocery Non-Taxable,1,0,n,n,Nature's Own:Honey Wheat,20.00 OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
072250037129,Grocery Non-Taxable,1,0,n,n,"Nature's Own:Bread, 100% Whole Wheat",20.00 OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
072250049191,Grocery Non-Taxable,1,0,n,n,Nature's Own:Butterbread,20.00 OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
072250084208,Grocery Non-Taxable,1,399,n,n,Wonder,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
072250084307,Grocery Non-Taxable,1,399,n,n,Wonder,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
072311130127,Beer,1,0,n,n,Dos Equis Special Lager Single,12.00 FL OZ,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
072311170154,Beer,1,339,n,n,Dos Equis,24 oz ,n,n,1,1,267,n,,12,,,,,,n,,,,,,,
072311230124,Beer,1,2129,n,n,Dos Equis Special Lager ,12/12oz BLT,n,n,1,1,1642,n,,2,,,,,,n,,,,,,,
072311230186,Beer,1,0,n,n,Dos Equis 18,12 Oz,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
072311321242,Beer,1,339,n,n,Dos Equis Spec Larg,24 oz,n,n,1,1,267,n,,12,,,,,,n,,,,,,,
072311412131,Beer,1,2029,n,n,Dos Equis Special slim,12/12oz CAN,n,n,1,1,1565,n,,2,,,,,,n,,,,,,,
072311630122,Beer,1,1169,n,n,Dos Equis Special Lager,6/12oz BLT,n,n,1,1,902,n,,4,,,,,,n,,,,,,,
072350000078,Drinks,1,0,n,n,Yoo-Hoo Chocolate Drink,10.90 oz,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
072350000115,Drinks,1,0,n,n,Yoo-Hoo Chocolate Drink,15.50 FL OZ,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
072486002205,General Food,1,99,n,n,Jiffy Corn Muffin Mix,8.5 oz,,n,1,1,0,n,,0,,,,,,n,,,,,,,
072554001604,Grocery Non-Taxable,1,0,n,n,Nestle Drumstick:Vanilla Cone,4.60 FL OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
072554110931,Grocery Non-Taxable,1,0,n,n,Nestle Sandwich:Vanilla - King Size,6.00 FL OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
072554159725,Drinks,1,0,n,n,Ice cream,,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
072554218606,Grocery Non-Taxable,1,0,n,n,Drumstick:King Size Vanilla Chocolate Swirl,1,,n,1,1,148,n,,0,,,,,,n,,,,,,,
072554218903,Grocery Non-Taxable,1,0,n,n,Drumstick:King Size Triple Chocolate,1,,n,1,1,0,n,,0,,,,,,n,,,,,,,
072554335358,General Food,1,399,n,n,Drumstick:King Size Vanilla Chocolate Swirl,1,y,n,1,1,148,n,,0,,,,,,n,,,,,,,
072554392528,Snacks,1,0,n,n,Wonka Outrageous Orange Push Pop,2.75 Oz,,n,1,1,0,n,,0,,,,,,n,,,,,,,
072554415166,Grocery Non-Taxable,1,299,n,n,Oreo,,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
072613451111,Household,1,399,n,n,"Snuggle
",80.00 CT,,n,1,1,0,n,,0,,,,,,n,,,,,,,
072613451159,Household,1,499,n,n,Snuggle,120.00 CT,,n,1,1,0,n,,0,,,,,,n,,,,,,,
072613460939,Household,1,429,n,n,Snuggle,32 Oz,,n,1,1,0,n,,0,,,,,,n,,,,,,,
072613463091,Household,1,525,n,n,Sheets,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
072736032037,General Food,1,599,n,n,Margaritataville,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
072799035426,Drinks,1,0,n,n,Werthers,335 oz,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
072878275231,General Food,1,159,n,n,Herdez:Casera,7.00 OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
072878275514,General Food,1,359,n,n,Herdez:Mild,16.00 OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
072878275590,Grocery Non-Taxable,1,0,n,n,Herdez:Casera Hot,16.00 OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
072878275705,Grocery Non-Taxable,1,0,n,n,Herdez:Verde,16.00 OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
072878434836,Grocery Non-Taxable,1,0,n,n,Herdez Guacamole Salsa,15.7oz,,n,1,1,0,n,,0,,,,,,n,,,,,,,
072878785297,Grocery Non-Taxable,1,0,n,n,HERFZ RST SALSA VERD,15.7OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
072878785303,Grocery Non-Taxable,1,0,n,n,HRDA RST SLSA ROJA,15.7OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
072878805728,General Food,1,359,n,n,Herdez,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
072878870184,Snacks,1,399,n,n,Herdez Cilantro Lime Salsa Cremosa,15.3,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
072878870382,Grocery Non-Taxable,1,429,n,n,Herdez,15.3 oz,,n,1,1,0,n,,0,,,,,,n,,,,,,,
072890000118,Beer,1,1169,n,n,Heineken ,6/12oz BLT,n,n,1,1,902,n,,4,,,,,,n,,,,,,,
072890000163,Beer,1,2129,n,n,Heineken ,12/12oz BLT,n,n,1,1,1642,n,,2,,,,,,n,,,,,,,
072890001191,Beer,1,339,n,n,Heineken,24OZ can,n,n,1,1,267,n,,12,,,,,,n,,,,,,,
072890006196,Beer,1,0,n,n,HEINEKEN ALCOHOL FREE 12 OZ BOTL,,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
072890006219,Beer,1,1129,n,n,Heineken NA,6/11.2oz,n,n,1,1,875,n,,4,,,,,,n,,,,,,,
072890006547,Beer,1,2039,n,n,Heineken,12/11.2oz,n,n,1,1,1575,n,,2,,,,,,n,,,,,,,
072940112266,Grocery Non-Taxable,1,0,n,n,Red Gold:Diced With Green Chilies Mild,10.00 OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
072940113317,Grocery Non-Taxable,1,0,n,n,Red Gold:Diced Original,10.00 OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
072940749615,Grocery Non-Taxable,1,159,n,n,Tomatoe,10oz,,n,1,1,0,n,,0,,,,,,n,,,,,,,
072940750154,Grocery Non-Taxable,1,159,n,n,Tomatoe,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
072945601369,Grocery Non-Taxable,1,0,n,n,Sara Lee Classic:Honey Wheat,20.00 OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
072999197030,Canned,1,599,n,n,Olives,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
072999199034,Canned,1,599,n,n,Olives,,,n,1,1,399,n,,0,,,,,,n,,,,,,,
072999255037,Canned,1,599,n,n,Pearls:Pitted Kalamata,6.00 OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
073010214095,Drinks,1,0,n,n,Tampax Tampons Cardboard Regular Absorbency,10.00 Ct,y,n,1,1,229,n,,0,,,,,,n,,,,,,,
073010314092,Drinks,1,0,n,n,"Tampax Flushable Cardboard, Super Absorbency Tampons",10 ct,y,n,1,1,229,n,,0,,,,,,n,,,,,,,
073096500174,Tax,1,0,n,n,Panasonic Super Heavy Duty D Battery,12 2 Ct,,n,1,1,79,n,,0,,,,,,n,,,,,,,
073096500204,Tax,1,0,n,n,Panasonic Super Heavy Duty C Battery,0.23 poundss,,n,1,1,69,n,,0,,,,,,n,,,,,,,
073096500235,Tax,1,0,n,n,Panasonic Super Heavy Duty Aa Battery,4.00 Ct,,n,1,1,69,n,,0,,,,,,n,,,,,,,
073096500273,Tax,1,0,n,n,4 Pc Aaa Panasonic Batteries Case Pack 48,4pk,,n,1,1,69,n,,0,,,,,,n,,,,,,,
073100000362,Tobacco,1,0,n,n,copenhagan long cut,1,,n,1,1,0,n,,0,,,,,,n,,,,,,,
073100000393,Tobacco,1,0,n,n,copenhagan pouches,1,,n,1,1,0,n,,0,,,,,,n,,,,,,,
073100000553,Tobacco,1,0,n,n,Wintergreen Copenhagen Pouches,1.2 Oz,,n,1,1,0,n,,0,,,,,,n,,,,,,,
073100000607,Tobacco,1,0,n,n,Skoal Long Cut Straight,1.2 Oz,,n,1,1,0,n,,0,,,,,,n,,,,,,,
073100001079,Tobacco,1,0,n,n,Copenhagen Snuff Original Fine Cut,1.2 Oz,,n,1,1,0,n,,0,,,,,,n,,,,,,,
073100001215,Tobacco,1,0,n,n,Copenhagen Long Cut,1.20 OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
073100001376,Tobacco,1,0,n,n,Skoal Original Fine Cut,1.2 Oz,,n,1,1,0,n,,0,,,,,,n,,,,,,,
073100001482,Tobacco,1,0,n,n,Skoal Long Cut Wintergreen,1.2 Oz,,n,1,1,0,n,,0,,,,,,n,,,,,,,
073100001734,Tobacco,1,0,n,n,Red Seal Long Cut Wntrgrn Smklss,1.50 OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
073100001741,Tobacco,1,0,n,n,Red Seal Natural Fine Cut,1,,n,1,1,0,n,,0,,,,,,n,,,,,,,
073100001857,Tobacco,1,0,n,n,Red Seal Fine Cut Wintergreen,1.50 OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
073100001970,Tobacco,1,0,n,n,Red Seal Long Cut Straight,1.50 OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
073100003141,Tobacco,1,0,n,n,Copenhagen Pouch,0.82 OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
073100003196,Tobacco,1,0,n,n,Skoal Pouches Classic Wintergreen,1.2 Oz,,n,1,1,0,n,,0,,,,,,n,,,,,,,
073100004551,Tobacco,1,0,n,n,Select-Bakery Inc.,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
073100008764,Tobacco,1,0,n,n,Wintergreen Copenhagen Long Cut,1.2 Oz,,n,1,1,0,n,,0,,,,,,n,,,,,,,
073100008825,Tobacco,1,0,n,n,Copenhagen,1,,n,1,1,0,n,,0,,,,,,n,,,,,,,
073100010897,Tobacco,1,0,n,n,Select-Bakery Inc.,1 Roll,,n,1,1,0,n,,0,,,,,,n,,,,,,,
073135008166,Tax,1,0,n,n,2 Cycle Engine Oil,1,,n,1,1,0,n,,0,,,,,,n,,,,,,,
073135718522,Tax,1,399,n,n,Golden state,1 qt,,n,1,0,0,n,,0,,,,,,n,,,,,,,
073135719673,Tax,1,399,n,n,Golden state,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
073135720006,Tax,1,399,n,n,Golden state,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
073135720068,Tax,1,399,n,n,Golden state,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
073214001170,General Food,1,599,n,n,"Mezzetta:Hot Chili Peppers, Picante",16.00 OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
073214001620,General Food,1,399,n,n,Banana peppers ,16.00 OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
073214006113,General Food,1,799,n,n,Mezetta Italian,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
073214006144,General Food,1,799,n,n,"Mezzetta:Martini Olives, Marinated in Dry Vermouth",10.00 OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
073310173504,Household,1,149,n,n,POM Toilet Paper,1ct,,n,1,1,0,n,,0,,,,,,n,,,,,,,
073390000110,Drinks,1,0,n,n,"Mentos:The Chewy Mint, Mint",1.32 OZ,y,n,1,1,89,n,,0,,,,,,n,,,,,,,
073390000141,Drinks,1,0,n,n,"Mentos:Chewy Mint Candy, Cinnamon Fresh",1.32 OZ,y,n,1,1,89,n,,0,,,,,,n,,,,,,,
073390000165,Drinks,1,0,n,n,Mentos:Fruit,1.32 OZ,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
073390008185,Drinks,1,0,n,n,Aur heads,6 Oz,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
073390008277,Drinks,1,0,n,n,Airheads Sour Candy Bluest Raspberry,2.00 oz,y,n,1,1,77,n,,0,,,,,,n,,,,,,,
073390008383,Drinks,1,0,n,n,Air Heads Extreme:Sweetly Sour Belts,2.00 OZ,y,n,1,1,77,n,,0,,,,,,n,,,,,,,
073390009137,Drinks,1,0,n,n,Air Heads,1,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
073390009243,Drinks,1,0,n,n,Air Heads:Blue Raspberry Bites,,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
073390009502,Drinks,1,0,n,n,Air Heads Orignal Fruit 3.8,3.8,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
073390009519,Drinks,1,0,n,n,AIRHEADS FRUIT GUMMI,1,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
073390010980,Drinks,1,0,n,n,Bites,,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
073390013462,Drinks,1,0,n,n,Mentos chewy fresh,,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
073390013875,Drinks,1,0,n,n,Mentos Pure Fresh:Spearmint - Pure Breath,30.00 G,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
073390013936,Drinks,1,0,n,n,Mentos Pure Fresh:Fresh Mint - Pure Breath,30.00 G,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
073390014049,Drinks,1,0,n,n,Mentos Pure Fresh Mint Chewing Gum,50 pcs,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
073390014056,Drinks,1,0,n,n,Mentos Gum,50 pcs,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
073390014124,Drinks,1,0,n,n,Mentose,,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
073390014490,Drinks,1,0,n,n,Airheads,6 Oz,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
073390014865,Drinks,1,0,n,n,Air heads,,n,n,1,0,0,n,,0,,,,,,n,,,,,,,
073390026349,Drinks,1,0,n,n,"Mentos:Chewy Mint, Strawberry",1.32 OZ,y,n,1,1,89,n,,0,,,,,,n,,,,,,,
073390026424,Drinks,1,0,n,n,Mentos Chewy Mints Rainbow,1.32 Oz,y,n,1,1,89,n,,0,,,,,,n,,,,,,,
073420000059,Drinks,1,0,n,n,Daisy:Light,8.00 OZ,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
073420000066,Grocery Non-Taxable,1,0,n,n,Daisy:Sour Cream,8.00 OZ,,n,1,1,158,n,,0,,,,,,n,,,,,,,
073420016142,Drinks,1,0,n,n,Daysi Sour Cream,14 oz,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
073420208141,Drinks,1,0,n,n,Food,,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
073497004691,Chips,1,359,n,n,Mac's Fried Cracklin,3.5 oz,,n,1,1,0,n,,0,,,,,,n,,,,,,,
073497004707,Chips,1,359,n,n,Pork skin,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
073497006190,Chips,1,359,n,n,Chips,3oz,,n,1,0,0,n,,0,,,,,,n,,,,,,,
073497105145,Chips,1,359,n,n,"Mac's:Pork Skins, Bar-B-Q Flavored",3.00 OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
073497163459,Chips,1,269,n,n,"Mac's:Fried Pork Skins, Original",3.00 OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
073497263456,Chips,1,359,n,n,"Mac's:Pork Skins, Red Hot",3.00 OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
073550920135,Whiskey,1,5099,n,n,Kyoto obi-black,,n,n,1,1,3900,n,,0,,,,,,n,,,,,,,
073550920142,Whiskey,1,4099,n,n,Kyoto obi-red,,n,n,1,1,3100,n,,0,,,,,,n,,,,,,,
073731004159,Grocery Non-Taxable,1,0,n,n,Mission:Soft Taco Size - 10 Count,17.50 OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
073731060025,Drinks,1,0,n,n,Mission:White Corn 30 Ct,27.50 OZ,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
073731071502,Grocery Non-Taxable,1,0,n,n,MISSION STREET TACOS,12.6OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
073731071519,Grocery Non-Taxable,1,0,n,n,Mission Street Taco,12ct,,n,1,1,0,n,,0,,,,,,n,,,,,,,
073731073001,Grocery Non-Taxable,1,0,n,n,Mission:Fajita GrandeSize - 10 Count,15.00 OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
073887040292,Mix,1,999,n,n,Bone daddys Margarita Mix,1.75ml,,n,1,1,450,n,,0,,,,,,n,,,,,,,
074182260125,Household,1,159,n,n,Softsoap Moisturizing Hand Soap Soothing Aloe Vera,7.5 Oz,,n,1,1,0,n,,0,,,,,,n,,,,,,,
074182268008,Household,1,159,n,n,Softsoap Hand Soap,7.5 Oz,,n,1,1,0,n,,0,,,,,,n,,,,,,,
074234925125,Grocery Non-Taxable,1,0,n,n,San Marcos:Chipotle Salsa,7.00 OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
074234951131,General Food,1,399,n,n,Empacadora San Marcos:Chilpotle Peppers in Adobo Sauce,11.00 OZ,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
074300004013,Vitamins/Medicine,1,0,n,n,Visine:Visine A.C.,0.50 OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
074323010619,Snacks,1,0,n,n,Bimbo Pecan Mini Muffins,4.34 OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
074323010855,Snacks,1,0,n,n,Sweet Baked Goods Home Style,10.60 OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
074323027174,Grocery Non-Taxable,1,0,n,n,Submarino       ,ea,,n,1,1,0,n,,0,,,,,,n,,,,,,,
074323051568,Grocery Non-Taxable,1,0,n,n,Marinela Pastitas Butter Flavored Cookies,2.65 OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
074323090796,Grocery Non-Taxable,1,0,n,n,Sweet Baked Goods Chocolate Chip Mini,4.58 OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
074323091045,Grocery Non-Taxable,1,0,n,n,Bimbo Crispy Wheels Pastry,2.30 OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
074323091137,Grocery Non-Taxable,1,0,n,n,Bimbo Sugared Donuts,3.53 OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
074323091229,Grocery Non-Taxable,1,0,n,n,Bimbo Mini Muffins,4.23 OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
074323091397,Grocery Non-Taxable,1,0,n,n,Bimbo Muffins,2 pcs,,n,1,1,0,n,,0,,,,,,n,,,,,,,
074323091571,Grocery Non-Taxable,1,0,n,n,Bimbo:Croissants,3.52 OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
074323091656,Grocery Non-Taxable,1,0,n,n,Bimbo Cinnamon Rolls with Raisins,4.20 OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
074323091731,Grocery Non-Taxable,1,0,n,n,Bimbo:Fine Pastry,3.52 OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
